,TRACTID,cost,date
15918,690300,17875,2010-05-05
15919,671500,17875,2010-05-05
15920,611700,17875,2010-05-05
15921,251400,17875,2010-05-05
15922,671500,17875,2010-05-05
15923,320600,3000,2010-05-10
15924,835600,17875,2010-05-05
15925,090200,67000,2010-06-22
15926,831700,211000,2010-06-02
15927,130100,17875,2010-05-17
15928,190800,17875,2010-06-28
15929,200402,1500,2010-05-14
15930,831700,140000,2010-09-13
15931,491000,2400,2010-05-07
15932,251800,2400,2010-05-07
15933,834900,2000,2010-05-07
15934,670600,2500,2010-05-07
15935,834900,2500,2010-05-07
15936,540102,2400,2010-05-07
15937,381200,2400,2010-05-07
15938,381200,17875,2010-05-07
15939,050600,5e+05,2010-11-01
15940,100500,26000,2010-08-03
15941,833900,17875,2010-05-20
15942,280800,450000,2010-05-06
15943,520100,17875,2010-05-20
15944,280800,9e+05,2010-05-06
15945,280800,1500000,2010-05-06
15946,280800,9e+05,2010-05-06
15947,280800,6e+05,2010-05-06
15948,280800,6e+05,2010-05-06
15949,280800,9e+05,2010-05-06
15950,320400,9.5e+07,2010-05-07
15951,520100,17875,2010-05-24
15952,520100,17875,2010-05-24
15953,520100,17875,2010-05-24
15954,242100,17875,2010-06-24
15955,190402,4e+05,2011-03-11
15956,330100,5000,2010-05-21
15957,330100,2400,2010-05-21
15958,330100,5000,2010-05-21
15959,520100,17875,2010-05-24
15960,520100,17875,2010-05-24
15961,411000,50000,2010-07-06
15962,242100,770300,2010-06-04
15963,681400,17875,2010-06-07
15964,580100,17875,2010-05-27
15965,080400,450000,2010-10-27
15966,230200,17875,2010-06-07
15967,220602,17875,2010-05-20
15968,051000,17875,2010-08-02
15969,280100,50000,2010-06-10
15970,242800,6e+05,2010-06-04
15971,242100,731800,2010-06-07
15972,080300,17875,2010-05-27
15973,681200,17875,2010-05-24
15974,230100,17875,2010-06-03
15975,671500,17875,2010-08-11
15976,681200,17875,2010-08-11
15977,831400,745733,2010-05-12
15978,242100,17875,2010-05-27
15979,660301,17875,2010-05-14
15980,680900,17875,2010-05-14
15981,670600,17875,2010-05-14
15982,670600,17875,2010-05-14
15983,140302,10000,2010-09-08
15984,161000,250000,2010-09-10
15985,836700,3000,2010-06-04
15986,491300,17875,2010-05-24
15987,661000,17875,2010-05-24
15988,491200,17875,2010-05-24
15989,381900,65000,2010-09-09
15990,010300,17875,2010-05-17
15991,243200,450000,2010-08-06
15992,330100,1500,2010-05-20
15993,050200,17875,2010-05-26
15994,242800,17875,2010-05-25
15995,070103,120000,2010-09-22
15996,841500,17875,2010-05-25
15997,540101,5000,2010-05-14
15998,611900,17875,2010-08-30
15999,750200,85400,2010-07-30
16000,060400,7500,2010-05-25
16001,832400,670000,2010-11-19
16002,290900,17875,2010-05-17
16003,836100,17875,2010-05-26
16004,691500,17875,2010-05-17
16005,440202,24400,2010-07-26
16006,070500,1300000,2011-02-25
16007,251700,17875,2010-05-19
16008,840400,17875,2010-07-14
16009,251400,17875,2010-07-29
16010,251400,17875,2010-07-29
16011,320100,4000,2010-06-04
16012,670500,17875,2010-05-17
16013,835500,17875,2010-06-18
16014,611200,17875,2010-05-18
16015,834600,17875,2010-05-18
16016,260300,17875,2010-05-18
16017,460400,17875,2010-05-18
16018,750500,17875,2010-05-18
16019,490400,78400,2010-08-03
16020,834500,17875,2010-05-19
16021,839900,250000,2010-07-16
16022,062800,350000,2010-06-30
16023,843000,17875,2010-05-21
16024,063100,850000,2010-11-05
16025,390100,2000,2010-06-18
16026,740400,17875,2010-06-18
16027,630200,150000,2010-06-22
16028,630200,150000,2010-06-22
16029,832600,75000,2010-10-19
16030,834800,17875,2010-05-20
16031,250700,17875,2010-06-24
16032,242800,4e+05,2010-09-15
16033,730400,3e+05,2010-07-02
16034,070102,2e+08,2010-05-20
16035,839000,41000,2010-06-08
16036,150300,17875,2010-07-14
16037,841100,420000,2010-09-29
16038,030800,20000,2010-07-12
16039,843600,5000,2010-07-02
16040,400300,5000,2010-06-25
16041,251300,17875,2010-05-24
16042,251800,17875,2010-05-24
16043,691500,17875,2010-06-04
16044,251600,17875,2010-06-07
16045,420400,5e+06,2010-05-24
16046,051300,531300,2010-07-15
16047,060400,2e+05,2010-07-01
16048,320600,17875,2010-06-15
16049,832600,125000,2010-08-05
16050,842900,2.5e+07,2010-11-19
16051,510300,17875,2010-11-22
16052,260100,17875,2010-05-25
16053,834500,17875,2010-05-25
16054,681200,17875,2010-11-09
16055,070200,1400000,2011-01-26
16056,070300,17875,2010-06-09
16057,834600,1800,2010-05-26
16058,834600,17875,2010-05-26
16059,834600,17875,2010-05-26
16060,681100,1800,2010-05-26
16061,835500,17875,2010-05-25
16062,221200,17875,2010-05-25
16063,120100,210000,2010-06-15
16064,831400,17875,2010-07-22
16065,231500,17875,2010-07-27
16066,842400,250000,NA
16067,062700,17875,2010-06-25
16068,832200,30000,2010-07-15
16069,834900,17875,2010-05-26
16070,834500,17875,2010-05-26
16071,460700,17875,2010-05-26
16072,530501,17875,2010-05-26
16073,832600,17875,2010-06-28
16074,230100,250000,2010-08-09
16075,430200,855000,2010-08-20
16076,170600,6500,2010-07-30
16077,051100,17875,2010-06-04
16078,062700,250000,2010-06-21
16079,050500,529500,2010-06-10
16080,839100,2e+05,2010-06-29
16081,260100,17875,2010-06-02
16082,260100,17875,2010-06-02
16083,062000,17875,2010-06-30
16084,242000,850000,2010-10-22
16085,831400,17875,2010-06-23
16086,836200,1000,2010-06-10
16087,770602,17875,2010-06-30
16088,051300,17875,2010-08-03
16089,051400,250000,2010-08-04
16090,842300,2005500,2010-06-03
16091,836200,1000,2010-06-10
16092,836200,1000,2010-06-10
16093,650500,1000,2010-06-10
16094,836200,1000,2010-06-10
16095,836200,1000,2010-06-10
16096,100600,713000,2010-11-02
16097,251600,17875,2010-05-28
16098,841500,17875,2010-05-28
16099,251600,17875,2010-05-28
16100,836200,1000,2010-06-10
16101,834200,17875,2010-05-28
16102,062800,17875,2010-07-01
16103,834500,17875,2010-06-02
16104,071300,17875,2010-12-08
16105,834500,17875,2010-06-02
16106,834500,17875,2010-06-02
16107,320400,2e+05,2010-07-21
16108,671400,5000,2010-07-15
16109,561000,84500,2010-07-20
16110,031100,250000,2010-09-09
16111,070200,250000,2010-08-20
16112,170500,2e+05,2010-07-12
16113,660700,17875,2010-06-15
16114,612100,17875,2010-06-15
16115,691100,17875,2010-06-23
16116,670700,17875,2010-06-15
16117,460100,17875,2010-06-23
16118,670700,17875,2010-06-15
16119,842900,17875,2010-06-23
16120,843600,17875,2010-06-23
16121,681200,17875,2010-06-01
16122,834500,17875,2010-06-01
16123,834500,17875,2010-06-01
16124,834500,17875,2010-06-01
16125,191301,17875,2010-06-01
16126,330100,2000,2010-06-22
16127,230500,17875,2010-06-01
16128,231500,17875,2010-06-01
16129,251700,17875,2010-06-01
16130,836800,17875,2010-07-12
16131,833100,17875,2010-06-21
16132,491000,17875,2010-06-03
16133,110100,15000,2010-09-07
16134,838600,17875,2010-06-03
16135,530501,17875,2010-06-03
16136,062800,250000,2010-08-02
16137,671800,17875,2010-06-02
16138,120300,17875,2010-06-02
16139,671300,17875,2010-06-10
16140,222200,514600,2010-08-24
16141,242500,17875,2010-08-06
16142,010300,17875,2010-06-02
16143,242500,686700,2010-09-21
16144,060200,1200000,2010-08-10
16145,071100,7e+06,2010-06-03
16146,060400,17875,2010-07-07
16147,060400,17875,2010-08-09
16148,832300,17875,2010-08-02
16149,491300,17875,2010-06-07
16150,530600,17875,2010-06-07
16151,530501,17875,2010-06-29
16152,842300,25000,2010-06-11
16153,320400,2e+05,2010-09-21
16154,050100,3e+05,2010-10-04
16155,480400,17875,2010-07-08
16156,281900,8e+06,2010-06-04
16157,140200,17875,2010-06-16
16158,242000,17875,2010-06-22
16159,242000,17875,2011-01-25
16160,834600,17875,2010-06-10
16161,839500,17875,2011-02-14
16162,081800,17875,2010-06-28
16163,251800,180000,2011-03-30
16164,842600,180000,2011-12-19
16165,832600,4e+05,2010-07-21
16166,031000,250000,2010-10-07
16167,242500,350000,2011-07-11
16168,081600,1e+06,2010-11-01
16169,834600,17875,2010-06-07
16170,491200,17875,2010-07-14
16171,330100,6e+06,2010-09-14
16172,630200,17875,2010-06-23
16173,160400,250000,2010-08-09
16174,842200,1500,2010-08-10
16175,843100,17875,2010-06-17
16176,060400,2e+05,2010-08-02
16177,051000,375000,2010-08-16
16178,831700,750000,2010-08-09
16179,242900,1355500,2012-09-11
16180,071000,450000,2010-07-09
16181,460302,17875,2010-06-08
16182,530200,17875,2010-06-09
16183,750500,17875,2010-06-09
16184,530501,17875,2010-06-09
16185,231200,17875,2010-06-21
16186,260800,17875,2010-06-21
16187,081402,17875,2010-06-25
16188,839100,15000,2010-10-12
16189,300900,125000,2010-08-06
16190,071800,17875,2010-06-23
16191,210601,6e+05,2010-08-25
16192,070400,17875,2010-09-29
16193,070400,17875,2010-09-29
16194,430102,4895,2010-06-11
16195,062300,17875,2010-06-30
16196,390500,2300,2010-06-11
16197,834600,17875,2010-07-07
16198,460100,17875,2010-06-23
16199,834600,17875,2010-07-07
16200,834600,17875,2010-08-31
16201,834600,17875,2010-06-29
16202,834600,17875,2010-06-29
16203,834600,17875,2010-06-29
16204,051300,350000,2010-10-04
16205,841200,17875,2010-07-01
16206,220300,4e+06,2010-10-22
16207,080400,18000,2010-08-17
16208,670700,17875,2010-06-14
16209,390200,17875,2010-06-14
16210,310400,17875,2010-07-07
16211,320400,1000,2010-07-15
16212,611300,17875,2010-08-05
16213,060400,10000,2010-08-24
16214,650302,17875,2010-06-29
16215,834600,17875,2010-06-18
16216,710100,17875,2010-06-18
16217,440900,17875,2010-06-18
16218,660900,2100,2010-06-17
16219,671800,17875,2010-07-29
16220,841800,17875,2010-07-29
16221,220300,17875,2010-06-29
16222,671300,17875,2010-06-23
16223,071000,17875,2010-08-11
16224,230700,17875,2010-06-28
16225,611600,17875,2010-06-21
16226,671300,17875,2010-06-21
16227,191302,17875,2010-06-30
16228,110100,250000,2010-07-15
16229,120200,3500,2010-07-28
16230,836600,17875,2010-08-09
16231,836600,17875,2010-07-29
16232,836600,17875,2010-07-27
16233,241400,6e+05,2010-11-09
16234,071800,40000,2010-09-16
16235,834900,2420,2010-06-18
16236,062800,382050,2010-09-10
16237,231500,2500000,2010-12-01
16238,841600,17875,2010-06-21
16239,160800,550000,2010-11-05
16240,071000,29900000,2010-06-23
16241,440201,17875,2010-07-02
16242,440201,17875,2010-07-02
16243,010400,17875,2010-07-06
16244,838300,3e+07,2010-06-23
16245,832900,80000,2011-12-22
16246,832000,17875,2010-09-15
16247,841400,17875,2010-08-05
16248,841400,17875,2010-08-05
16249,833000,1000,2010-07-09
16250,051300,17875,2010-07-22
16251,330100,3300,2010-06-25
16252,210601,17875,2010-08-31
16253,190800,480000,2011-01-28
16254,020400,450000,2012-11-23
16255,843300,1254821,2010-08-25
16256,843300,1254821,2010-08-25
16257,843300,1254821,2010-08-25
16258,843300,1254821,2010-08-25
16259,843300,458438,2010-08-25
16260,843300,458438,2010-08-25
16261,660700,17875,2010-06-22
16262,530300,17875,2010-06-23
16263,671300,17875,2010-06-23
16264,071100,17875,2010-10-07
16265,839100,1e+05,2010-09-15
16266,838800,17875,2010-07-13
16267,831800,12000,2010-08-19
16268,843200,25000,2011-02-25
16269,221100,17875,2010-06-25
16270,430300,17875,2010-06-30
16271,070200,1550000,2011-03-21
16272,320400,2500,2010-07-30
16273,320400,10000,2010-07-30
16274,320400,75000,2010-07-30
16275,320400,7500,2010-07-30
16276,320400,30000,2010-07-30
16277,320400,5000,2010-07-28
16278,320400,1500,2010-07-30
16279,320400,6000,2010-07-30
16280,320400,12000,2010-07-30
16281,320400,12000,2010-07-30
16282,320400,1500,2010-07-30
16283,320400,3000,2010-07-30
16284,320400,5000,2010-07-30
16285,320400,4000,2010-07-30
16286,320400,6000,2010-07-30
16287,834600,17875,2010-07-19
16288,600900,250000,2010-09-21
16289,062100,450000,2011-02-10
16290,061200,150000,2010-09-02
16291,831600,1200000,2011-01-10
16292,081700,17875,2010-07-19
16293,252102,17875,2011-10-06
16294,071800,2200000,2010-11-22
16295,060300,350000,2010-12-08
16296,301600,8500,2010-11-01
16297,062600,350000,2011-03-16
16298,252000,17875,2010-06-28
16299,261000,17875,2010-06-28
16300,612100,17875,2010-06-28
16301,831800,17875,2010-07-28
16302,251600,17875,2010-06-29
16303,839700,17875,2010-09-03
16304,150200,17875,2010-07-12
16305,251900,17875,2010-07-09
16306,330100,2000,2010-07-13
16307,292200,17875,2010-07-26
16308,836200,60000,2010-10-04
16309,231200,17875,2010-07-27
16310,630500,17875,2010-07-16
16311,691500,17875,2010-07-21
16312,062800,17875,2010-07-20
16313,062000,17875,2010-07-19
16314,839100,2000,2010-06-29
16315,230900,12000,2010-09-10
16316,241100,256100,2010-09-29
16317,070600,17875,2010-08-10
16318,062900,471000,2010-07-28
16319,843200,750000,2010-10-06
16320,200300,17875,2010-07-29
16321,460700,17875,2010-07-14
16322,231200,17875,2010-07-02
16323,251600,17875,2010-07-02
16324,051300,5e+05,2010-09-28
16325,833000,1000,2010-07-12
16326,071000,17875,2010-07-20
16327,071800,450000,2010-09-17
16328,838100,8e+06,2010-07-01
16329,060300,505000,2010-10-07
16330,051000,17875,2010-08-24
16331,070700,534900,2010-10-27
16332,340600,60000,2010-07-09
16333,230500,9000,2010-07-13
16334,400300,6000,2010-07-30
16335,071000,550000,2010-08-31
16336,700501,4e+05,2012-03-28
16337,050500,3e+05,2010-09-29
16338,010100,12000,2010-10-12
16339,490300,17875,2010-08-18
16340,251100,17875,2010-07-06
16341,251000,17875,2010-07-06
16342,050200,150000,2010-12-03
16343,290900,17875,2010-07-08
16344,220702,17875,2010-07-22
16345,251900,17875,2010-08-05
16346,670700,17875,2010-08-05
16347,491000,17875,2010-08-05
16348,260300,17875,2010-08-05
16349,842400,1800000,2010-07-06
16350,831000,25000,2010-09-23
16351,691300,150000,2011-08-10
16352,570100,1000,2010-07-13
16353,150800,1000,2010-07-15
16354,661000,1000,2010-07-15
16355,020801,1000,2010-07-15
16356,460200,17875,2010-07-07
16357,290900,17875,2010-07-07
16358,460302,17875,2010-07-07
16359,491000,17875,2010-07-07
16360,260200,17875,2010-07-07
16361,251800,17875,2010-07-07
16362,740300,2e+05,2011-01-07
16363,290900,17875,2010-07-12
16364,670600,17875,2010-07-12
16365,670600,17875,2010-07-12
16366,670400,17875,2010-07-12
16367,681200,17875,2010-07-12
16368,530400,17875,2010-07-12
16369,670600,17875,2010-07-12
16370,320100,1400,2010-07-09
16371,260200,17875,2010-07-30
16372,030603,50000,2010-08-30
16373,842600,8000,2010-07-09
16374,040900,5e+05,2011-01-14
16375,071000,1862500,2010-09-29
16376,580800,17875,2010-07-09
16377,010600,25000,2010-10-06
16378,081202,12000,2010-07-30
16379,830500,750000,2010-11-01
16380,260200,17875,2010-07-14
16381,491300,17875,2010-07-12
16382,231200,17875,2010-07-12
16383,241100,256100,2010-09-15
16384,081500,3e+05,2010-09-21
16385,060200,17875,2010-08-09
16386,241400,17875,2010-09-17
16387,320100,5000,2010-07-15
16388,470100,17875,2010-07-13
16389,050800,250000,2010-11-02
16390,062700,450000,2010-10-26
16391,839100,2e+05,2010-08-12
16392,600700,180000,2010-08-20
16393,843600,17875,2010-07-13
16394,070200,17875,2010-08-04
16395,320100,10000,2010-07-28
16396,190402,17875,2010-07-26
16397,242800,2200,2010-07-21
16398,310700,17875,2010-07-21
16399,420700,17875,2010-07-21
16400,292200,17875,2010-08-03
16401,590700,17875,2010-09-24
16402,292200,17875,2010-08-03
16403,292200,17875,2010-08-03
16404,292200,17875,2010-08-03
16405,490902,3195000,2010-11-10
16406,060400,350000,2010-10-20
16407,530600,17875,2010-07-14
16408,161000,17875,2010-08-24
16409,081403,1000,2010-07-15
16410,062400,450000,2010-11-04
16411,242000,17875,2010-10-20
16412,670900,17875,2010-07-15
16413,670900,17875,2010-07-15
16414,491000,17875,2010-07-15
16415,291200,97000,2010-07-21
16416,020200,22000,2010-08-02
16417,050200,3e+05,2010-09-30
16418,834600,17875,2010-07-15
16419,140701,40000,2011-09-07
16420,530400,3000,2010-07-21
16421,831800,450000,2010-09-09
16422,140602,10000,2010-10-19
16423,834600,8000,2010-07-29
16424,838800,5e+05,2011-04-21
16425,550100,20000,2010-10-08
16426,231500,17875,2010-07-19
16427,170700,17875,2010-08-18
16428,241600,950000,2010-10-18
16429,171000,17875,2010-08-23
16430,160900,10000,2010-10-29
16431,020701,4330,2010-08-06
16432,320400,5000,2010-08-03
16433,320400,15000,2010-08-05
16434,680500,3000,2010-08-05
16435,070200,730000,2011-02-01
16436,672000,17875,2010-07-20
16437,834600,17875,2010-07-20
16438,700301,5000,2010-08-06
16439,071000,450000,2010-11-03
16440,221500,960000,2011-09-22
16441,061500,15000,2010-10-12
16442,842200,17875,2010-08-30
16443,491000,17875,2010-08-05
16444,430600,6000,2010-09-16
16445,530200,17875,2010-07-23
16446,530200,17875,2010-07-23
16447,530501,17875,2010-07-23
16448,839900,17875,2010-11-10
16449,630900,17875,2010-10-27
16450,051400,17875,2010-08-06
16451,251600,350000,2011-06-13
16452,251600,3e+06,2011-05-26
16453,161100,17875,2010-08-05
16454,490901,17875,2010-08-05
16455,071800,17875,2010-08-17
16456,071800,17875,2010-08-17
16457,050100,492000,2010-09-13
16458,060900,105440,2010-08-17
16459,060900,105440,2010-08-17
16460,241400,17875,2010-08-02
16461,160400,250000,2010-10-26
16462,230200,10000,2010-10-08
16463,671500,17875,2010-07-26
16464,062900,17875,2010-08-13
16465,600700,17875,2010-08-16
16466,681000,17875,2010-07-27
16467,681000,17875,2010-07-27
16468,670600,17875,2010-07-27
16469,252101,2600,2010-07-30
16470,220602,25000,2010-10-29
16471,242200,550000,2010-11-05
16472,062300,17875,2010-08-17
16473,240600,250000,2010-08-27
16474,834600,17875,2010-09-08
16475,062800,250000,2010-12-27
16476,242600,17875,2010-08-27
16477,611500,23000,2011-10-21
16478,671400,17875,2010-07-29
16479,671400,17875,2010-07-29
16480,031800,8000,2010-10-28
16481,681100,17875,2010-07-30
16482,530200,17875,2010-07-30
16483,491300,17875,2010-07-30
16484,530200,17875,2010-07-30
16485,611800,17875,2010-08-13
16486,832300,17875,2010-08-16
16487,530200,17875,2010-08-03
16488,450300,17875,2010-08-26
16489,590600,17875,2010-07-29
16490,040900,2000,2010-08-04
16491,530600,17875,2010-08-27
16492,040202,17875,2010-08-30
16493,062900,40000,2011-04-07
16494,836000,2500,2010-08-02
16495,681100,17875,2010-08-02
16496,750100,17875,2010-08-02
16497,834900,17875,2010-08-02
16498,681100,17875,2010-08-02
16499,070102,17875,2010-08-17
16500,671300,17875,2010-08-02
16501,062800,17875,2010-08-27
16502,590500,17875,2010-08-13
16503,051100,20000,2011-08-19
